Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
18,TBORG,"TBORG - Tuborg 
	Hisse Senedi",2026/6,June,6.196.509.000,False,51.591.461.745,0.1201072578758739,0.1885925202242472,53.214,-1.622,3.257.057.000,0.7,18.0,22.0,40.0,52.6,-4.9
19,TCELL,"TCELL - Turkcell 
	Hisse Senedi",2026/6,June,50.457.954.000,False,309.270.700.000,0.1631514204223031,0.1404952797533016,212.410,96.861,36.241.898.000,58.6,12.0,29.0,41.0,71.8,27.0
20,TUPRS,"TUPRS - Tüpraş 
	Hisse Senedi",2026/6,June,82.511.223.000,False,645.299.027.094,0.1278650974750605,0.1576487097907291,776.017,-130.718,24.317.996.000,170.3,16.0,25.0,41.0,29.5,-25.0
21,DOHOL,"DOHOL - Doğan Holding 
	Hisse Senedi",2026/6,June,11.026.854.000,False,13.262.295.409,0.8314438534009325,0.1060213623903336,56.632,-43.370,9.726.593.000,5.1,2.0,41.0,43.0,88.2,-41.7
22,ULKER,"ULKER - Ülker Bisküvi 
	Hisse Senedi",2026/6,June,12.416.232.000,False,75.447.209.706,0.1645684717605972,0.1235408883297503,33.346,42.102,15.752.359.000,13.5,11.0,33.0,44.0,126.9,41.9
23,GUBRF,"GUBRF - Gübre Fabrikaları 
	Hisse Senedi",2026/3,March,11.372.906.180,False,152.778.800.000,0.0744403423773455,0.2756768656269178,157.314,-4.535,2.271.621.446,29.1,33.0,12.0,45.0,20.0,-11.0
24,OYAKC,"OYAKC - Oyak Çimento 
	Hisse Senedi",2026/6,June,10.102.534.000,False,94.744.930.491,0.1066287552023587,0.1460152384039612,105.498,-10.753,1.682.447.000,9.1,23.0,28.0,51.0,16.7,-15.5
25,PAHOL,"PAHOL - Pasifik Holding 
	Hisse Senedi",2026/6,June,4.903.813.174,False,26.799.400.000,0.1829822001238833,0.0958271785425423,26.800,-1,294.996.172,8.2,7.0,45.0,52.0,6.0,-0.0
26,GESAN,"GESAN - Girişim Elektrik 
	Hisse Senedi",2026/6,June,3.527.866.000,False,42.774.400.000,0.0824761072043091,0.1255162532288397,38.134,4.640,565.125.000,26.1,30.0,32.0,62.0,16.0,16.5
27,GENIL,"GENIL - Gen İlaç 
	Hisse Senedi",2026/6,June,2.718.310.756,False,57.385.100.000,0.0473696265406873,0.2199524000242985,52.290,5.095,1.323.469.361,10.0,49.0,15.0,64.0,48.7,41.2
28,BRYAT,"BRYAT - Borusan Yatırım 
	Hisse Senedi",2026/6,June,4.163.923.318,False,46.056.800.000,0.090408437364298,0.119864435249908,46.800,-743,,2.6,29.0,36.0,65.0,,-2.1
29,GLRMK,"GLRMK - Gülermak Ağır Sanayi 
	Hisse Senedi",2026/6,June,5.418.533.643,False,52.974.340.000,0.1022860056963428,0.109466610434349,53.358,-384,1.645.441.270,15.4,25.0,40.0,65.0,30.4,-0.8
30,GLYHO,"GLYHO - Global Yatırım Holding 
	Hisse Senedi",2026/6,June,6.850.712.606,False,99.644.500.000,0.0687515377767965,0.1378048929509385,32.175,67.470,4.108.323.303,1.5,36.0,30.0,66.0,60.0,135.7
31,EUPWR,"EUPWR - Europower Enerji 
	Hisse Senedi",2026/6,June,3.233.811.000,False,63.892.000.000,0.050613707506417,0.1914395699947289,60.951,2.941,207.564.000,53.9,48.0,21.0,69.0,6.4,17.4
32,ASTOR,"ASTOR - Astor Enerji 
	Hisse Senedi",2026/6,June,11.095.868.713,False,306.682.600.000,0.0361803007832853,0.250691893898908,316.116,-9.434,1.474.499.832,225.0,57.0,13.0,70.0,13.3,-21.3
33,ARMGD,"ARMGD - Armada Gıda 
	Hisse Senedi",2026/6,June,2.134.727.930,False,54.458.942.545,0.0391988501839185,0.1949223304141951,49.021,5.438,1.186.724.645,4.9,53.0,18.0,71.0,55.6,49.7
34,DOAS,"DOAS - Doğuş Otomotiv 
	Hisse Senedi",2026/6,June,7.663.350.000,False,68.351.300.000,0.1121171067704637,0.0840936725391831,36.124,32.227,9.457.316.000,4.8,21.0,51.0,72.0,123.4,35.4
35,HEDEF,"HEDEF - Hedef Holding 
	Hisse Senedi",2026/6,June,2.881.775.838,False,228.528.400.000,0.0126101431506981,0.3662172590973192,227.550,978,67.097.377,12.8,70.0,3.0,73.0,2.3,12.4
36,AKSA,"AKSA - Aksa 
	Hisse Senedi",2026/6,June,4.624.381.000,False,64.665.600.000,0.0715122259748614,0.1109018575921631,41.570,23.096,5.882.204.000,6.1,35.0,39.0,74.0,127.2,55.4
37,AHGAZ,"AHGAZ - Ahlatçı Doğalgaz 
	Hisse Senedi",2026/6,June,12.379.245.880,False,164.756.200.000,0.0751367528505755,0.1049528879483869,100.100,64.656,1.291.438.011,3.8,32.0,42.0,74.0,10.4,54.8
38,TRALT,"TRALT - Türk Altın 
	Hisse Senedi",2026/6,June,7.386.617.000,False,136.593.400.000,0.0540774078396174,0.1313715621221226,158.075,-21.482,,131.9,44.0,31.0,75.0,,-38.2
39,SELEC,"SELEC - Selçuk Ecza Deposu 
	Hisse Senedi",2026/6,June,7.267.176.484,False,202.094.300.000,0.0359593342513866,0.1924877952282388,209.898,-7.804,798.396.927,23.2,58.0,20.0,78.0,11.0,-20.7
40,FROTO,"FROTO - Ford Otosan 
	Hisse Senedi",2026/6,June,27.524.063.000,False,383.059.975.000,0.0718531425790439,0.1028858575941055,271.078,111.982,38.099.705.000,39.5,34.0,44.0,78.0,138.4,41.9
41,EFOR,"EFOR - Efor Yat. San. 
	Hisse Senedi",2026/6,June,1.179.094.616,False,42.459.740.000,0.0277697088112174,0.1942477740863722,39.596,2.864,1.136.873.813,32.4,61.0,19.0,80.0,96.4,47.2
42,AGHOL,"AGHOL - Anadolu Grubu Holding 
	Hisse Senedi",2026/6,June,18.591.195.000,False,176.324.076.915,0.1054376425796617,0.0587915450201582,78.856,97.468,42.198.142.000,3.3,24.0,61.0,85.0,227.0,30.8
43,CIMSA,"CIMSA - Çimsa 
	Hisse Senedi",2026/6,June,4.366.096.000,False,67.670.789.917,0.0645196547187084,0.0844197447679471,41.417,26.254,1.939.705.000,7.8,38.0,49.0,87.0,44.4,50.8
44,RYSAS,"RYSAS - Reysaş Taşımacılık 
	Hisse Senedi",2026/6,June,4.127.927.783,False,64.257.300.000,0.0642406043048805,0.0877658867577896,60.040,4.217,2.880.848.828,6.2,39.0,48.0,87.0,69.8,9.0
45,TABGD,"TABGD - Tab Gıda 
	Hisse Senedi",2026/6,June,3.357.226.000,False,62.624.348.400,0.0536089569915589,0.10293662688742,60.803,1.822,1.869.269.000,5.2,45.0,43.0,88.0,55.7,5.6
46,ASELS,"ASELS - Aselsan 
	Hisse Senedi",2026/6,June,48.613.117.000,False,1.787.144.400.000,0.0272015607692361,0.1486466792520939,1.753.320,33.824,9.659.813.000,278.5,62.0,27.0,89.0,19.9,10.3
47,ENKAI,"ENKAI - Enka İnşaat 
	Hisse Senedi",2026/6,June,27.709.033.000,False,361.063.200.000,0.076742888779582,0.0605785682532935,533.400,-172.337,2.422.422.000,25.4,31.0,59.0,90.0,8.7,-37.7
48,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/6,June,9.558.170.230,False,155.806.868.438,0.061346270070345,0.0831511801632379,96.329,59.478,2.992.461.836,18.4,41.0,52.0,93.0,31.3,51.7
49,KCAER,"KCAER - Kocaer Çelik Sanayi 
	Hisse Senedi",2026/6,June,1.681.241.869,False,31.827.600.000,0.052823394443816,0.0957689269379185,29.414,2.413,1.609.948.074,5.6,47.0,46.0,93.0,95.8,13.7
50,NUHCM,"NUHCM - Nuh Çimento 
	Hisse Senedi",2026/6,June,1.776.217.582,False,27.231.196.800,0.065227305103241,0.0697544869005849,31.995,-4.764,358.223.798,0.3,37.0,57.0,94.0,20.2,-18.7
51,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,34.859.334.473,0.0984536628684317,0.0287096591723832,34.642,217,2.977.696.401,53.0,26.0,69.0,95.0,86.8,0.2
52,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,50.855.800.000,0.0121684855021452,0.1654180602867963,47.824,3.032,1.216.545.328,12.6,71.0,24.0,95.0,196.6,81.0
53,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,107.620.208.672,0.0420654917497805,0.0921514911184109,100.233,7.388,1.130.799.000,33.2,50.0,47.0,97.0,25.0,15.0
54,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,86.589.600.000,0.0620673265611574,0.0535161864211642,91.530,-4.940,661.013.660,11.6,40.0,62.0,102.0,12.3,-4.9
55,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,49.195.556.163,0.0220364294571629,0.1177860432566358,50.405,-1.210,12.130.652,1.5,65.0,37.0,102.0,1.1,-13.1
56,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.806.772.311.335,0.039889435874022,0.076923232791941,544.457,3.262.315,89.148.000.000,100.9,51.0,53.0,104.0,58.7,165.3
57,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,34.115.600.000,0.0154459378993774,0.1120057544289746,34.155,-39,308.788.603,10.8,68.0,38.0,106.0,58.6,-0.8
58,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,522.287.100.000,0.039868434430029,0.074221201795418,489.900,32.387,8.853.042.000,86.1,52.0,54.0,106.0,42.5,11.5
59,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.036.453.000.000,0.058374089321947,0.0338634893129241,416.070,620.383,38.145.000.000,326.5,42.0,67.0,109.0,63.0,34.7
60,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.308.608.840.328,0.0298225096292225,0.0844012202851666,195.755,3.112.854,20.553.199.000,64.8,60.0,50.0,110.0,20.8,266.3
61,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,193.134.200.000,0.0381562716494541,0.0730850138303329,134.000,59.134,3.331.377.000,23.0,54.0,56.0,110.0,45.2,58.6
62,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,152.565.300.000,0.0535170710508877,0.0440065254618923,155.295,-2.730,2.779.520.000,2.6,46.0,65.0,111.0,34.0,-1.5
63,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,38.614.304.520,0.0560420037834912,0.0282102179634631,27.267,11.348,2.234.036.000,5.5,43.0,70.0,113.0,103.2,14.8
64,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,254.638.870.501,0.037325695724657,0.0593858582829186,60.984,193.654,37.304.743.000,3.4,56.0,60.0,116.0,392.5,121.0
65,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,46.412.441.087,0.0258153195984338,0.0459117391731685,45.966,446,1.082.387.000,2.6,63.0,64.0,127.0,90.3,1.7
66,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,303.972.300.000,0.0376707581578979,0.0261125502572378,264.460,39.512,14.182.278.000,125.7,55.0,72.0,127.0,123.9,9.0
67,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,68.921.554.261,0.0336032613432707,0.0270138126035687,72.864,-3.942,1.020.767.000,6.4,59.0,71.0,130.0,44.1,-4.6
68,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,110.608.700.000,0.003762350583634,0.0741074420790651,107.322,3.287,495.242.980,16.0,76.0,55.0,131.0,119.0,58.5
69,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,89.748.500.000,0.0090988045148386,0.0669231020552063,86.080,3.668,606.437.861,17.3,73.0,58.0,131.0,74.3,30.1
70,GRTHO,"GRTHO - GrainTurk Tarım 
	Hisse Senedi",2026/6,June,439.847.700,False,24.691.600.000,0.0178136572761586,0.0385111559816886,25.712,-1.021,260.685.680,6.7,66.0,66.0,132.0,59.3,-8.9
71,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,64.802.900.000,0.0091590007854586,0.0473764234879659,61.085,3.718,2.232.438.924,13.6,72.0,63.0,135.0,376.1,29.7
72,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,261.043.600.000,0.0249197110942386,0.0197079296872927,75.950,185.094,15.105.858.549,38.0,64.0,74.0,138.0,232.2,56.1
73,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,100.393.800.000,0.0162211212246174,0.0250639785563773,107.250,-6.856,726.222.000,8.1,67.0,73.0,140.0,44.6,-10.6
74,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,260.059.657.505,0.0152964978811465,0.0130983071911711,123.905,136.155,29.594.655.000,147.4,69.0,76.0,145.0,744.0,44.8
75,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,147.507.800.000,0.0011114628040008,0.031128704143839,145.891,1.617,318.450.606,36.6,79.0,68.0,147.0,194.2,30.7
76,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,32.460.200.000,0.0088779156320663,0.0089479778090144,33.075,-615,17.838,3.0,74.0,78.0,152.0,0.0,-1.9
77,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,68.211.160.000,0.0017016294254488,0.0114520929130293,72.848,-4.637,1.917.747.825,43.3,77.0,77.0,154.0,1652.2,-45.8
78,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,52.894.063.000,0.0052652412048588,0.003643140841588,51.429,1.465,838.782.000,7.0,75.0,80.0,155.0,301.2,1.9
79,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,345.086.800.000,0.0003354040403747,0.0178853287667519,343.907,1.180,417.239.874,40.5,81.0,75.0,156.0,360.5,18.2
80,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,104.512.900.000,0.0011751212338381,0.0050795544829494,97.291,7.222,1.587.877.194,16.7,78.0,79.0,157.0,1292.9,29.9
81,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,264.499.348.062,0.0010197756704363,0.0006908344458726,121.181,143.319,27.773.232.000,46.4,80.0,81.0,161.0,10296.7,36.7
82,LIDER,"LIDER - Lider Turizm 
	Hisse Senedi",2026/6,June,-3.896.740,False,16.090.100.000,-0.000242182460022,-0.0002705550574143,25.773,-9.683,964.921.255,15.1,82.0,82.0,164.0,-24762.3,-67.2
83,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,90.693.800.000,-0.0006267751378815,-0.0071623411119307,100.500,-9.806,13.464.765,11.6,84.0,83.0,167.0,-23.7,-123.6
84,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,199.577.900.000,-0.0003571520393791,-0.0705079559153038,200.226,-648,33.601.425,23.8,83.0,90.0,173.0,-47.1,-64.1
85,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,43.639.000.000,-0.0037039492884804,-0.0209757229547582,47.880,-4.241,491.219.621,1.5,88.0,85.0,173.0,-303.9,-55.0
86,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,59.910.900.000,-0.0186953459220275,-0.0100446626548221,44.994,14.917,5.281.687.000,11.1,91.0,84.0,175.0,-471.6,13.4
87,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,118.386.500.000,-0.0035131835555574,-0.0529163673756306,118.388,-1,668.321.090,0.0,87.0,89.0,176.0,-160.7,-0.0
88,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,45.984.100.000,-0.0115580068110499,-0.0338262800949879,43.008,2.976,950.760.322,3.6,90.0,87.0,177.0,-178.9,18.9
89,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,113.337.110.378,-0.001467295861388,-0.079847508270433,113.340,-3,144.196.463,21.7,85.0,92.0,177.0,-86.7,-0.1
90,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.078.766.709,-0.0247499282719738,-0.0355202890803022,25.345,13.734,1.659.125.148,3.2,92.0,88.0,180.0,-171.5,50.4
91,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,27.290.900.000,-0.0054871319377521,-0.0728160069433013,26.840,451,737.908.971,12.7,89.0,91.0,180.0,-492.8,21.9
92,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,73.180.555.440,-0.0554047076798191,-0.0260082904493772,41.921,31.260,12.906.335.960,9.3,97.0,86.0,183.0,-318.3,20.1
93,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,57.831.900.000,-0.0017799652268038,-0.1189009253545539,58.500,-668,2.783.809,14.3,86.0,98.0,184.0,-2.7,-77.2
94,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,85.501.200.000,-0.0402054708004098,-0.0885269243462201,79.291,6.210,3.923.085.000,23.6,96.0,93.0,189.0,-114.1,16.0
95,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,51.718.572.344,-0.0300586930294077,-0.1043518634342951,42.754,8.965,4.274.619.629,1.3,93.0,96.0,189.0,-275.0,60.2
96,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,81.420.900.000,-0.0323884653694567,-0.1079186069400093,38.520,42.901,11.221.191.000,7.0,94.0,97.0,191.0,-425.5,175.6
97,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,100.849.548.000,-0.0951323351493851,-0.0886360131139185,51.752,49.097,11.443.347.000,33.9,98.0,94.0,192.0,-119.3,45.4
98,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,102.227.789.257,-0.1037886867858044,-0.1023836688961611,95.778,6.450,10.893.011.000,34.3,99.0,95.0,194.0,-102.7,6.2
99,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,51.005.800.000,-0.0359378096412564,-2.1709415749517795,51.145,-139,394.374.066,14.7,95.0,100.0,195.0,-21.5,-16.5
100,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,33.152.949.952,-0.2201891058105236,-0.1754125941206335,33.551,-398,8.613.465.602,6.3,100.0,99.0,199.0,-118.0,-1.0
