Rank,Ticker,Name,Period,Group,EBIT_TTM,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score
15,DOHOL,"DOHOL - Doğan Holding 
	Hisse Senedi",2026/3,March,13002990873.0,21807500000.0,59.63,13.22,61237.7,-39430.2,5615452000.0,6.4,1.0,45.0,46.0
16,YEOTK,"YEOTK - YEO Teknoloji 
	Hisse Senedi",2026/3,March,3918537084.0,42721900000.0,9.17,38.93,36032.5,6689.4,1639791253.0,17.9,36.0,10.0,46.0
17,FONET,"FONET - Fonet Bilgi Teknolojileri 
	Hisse Senedi",2026/3,March,324097795.0,4887400000.0,6.63,78.65,4970.2,-82.8,18600640.0,10.4,45.0,2.0,47.0
18,ULKER,"ULKER - Ülker Bisküvi 
	Hisse Senedi",2026/3,March,15979553928.0,88019700000.0,18.15,16.45,46935.0,41084.7,2844849000.0,18.1,15.0,33.0,48.0
19,AEFES,"AEFES - Anadolu Efes 
	Hisse Senedi",2026/3,March,31456170025.0,185031900000.0,17.0,16.34,120907.9,64124.0,1215917000.0,20.4,17.0,34.0,51.0
20,MPARK,"MPARK - MLP Sağlık Hizmetleri 
	Hisse Senedi",2026/3,March,11257404252.0,109377900000.0,10.29,21.06,94264.5,15113.4,363976000.0,6.7,30.0,25.0,55.0
21,GESAN,"GESAN - Girişim Elektrik 
	Hisse Senedi",2025/12,December,3691532000.0,32921300000.000004,11.21,16.74,29670.0,3251.3,2385725000.0,10.6,25.0,30.0,55.0
22,TUREX,"TUREX - Tureks Tur.Taşımacılık 
	Hisse Senedi",2026/3,March,1510524776.0,9514000000.0,15.88,16.12,9439.2,74.8,849000.0,6.8,20.0,36.0,56.0
23,PAHOL,"PAHOL - Pasifik Holding 
	Hisse Senedi",2026/3,March,6237313833.0,34202400000.0,18.24,13.0,34200.0,2.4,28771086.0,17.7,14.0,46.0,60.0
24,DOAS,"DOAS - Doğuş Otomotiv 
	Hisse Senedi",2026/3,March,11348714738.0,68083700000.0,16.67,13.6,40502.0,27581.7,1750727000.0,8.9,19.0,42.0,61.0
25,OYAKC,"OYAKC - Oyak Çimento 
	Hisse Senedi",2026/3,March,11289729911.0,101840700000.0,11.09,16.3,111915.3,-10074.6,1303322000.0,10.8,27.0,35.0,62.0
26,FROTO,"FROTO - Ford Otosan 
	Hisse Senedi",2026/3,March,41651075234.0,434363800000.00006,9.59,16.57,327925.4,106438.4,3618145000.0,39.3,32.0,31.0,63.0
27,TUPRS,"TUPRS - Tüpraş 
	Hisse Senedi",2026/3,March,52128898601.0,413736500000.0,12.6,12.79,488442.7,-74706.2,8286069000.0,211.2,22.0,47.0,69.0
28,NETCD,"NETCD - Netcad Yazılım 
	Hisse Senedi",2026/3,March,1013929710.0,22541200000.0,4.5,51.82,23564.0,-1022.8,103396170.0,43.6,61.0,8.0,69.0
29,EMPAE,"EMPAE - Empa Elektronik 
	Hisse Senedi",2026/3,March,550167085.0,10815600000.0,5.09,30.63,11211.5,-395.9,107397829.0,21.4,54.0,17.0,71.0
30,GENIL,"GENIL - Gen İlaç 
	Hisse Senedi",2026/3,March,2580886608.0,43536900000.0,5.93,22.6,40095.0,3441.9,522595126.0,13.7,49.0,23.0,72.0
31,LILAK,"LILAK - Lila Kağıt 
	Hisse Senedi",2026/3,March,2211836722.0,17061000000.0,12.96,12.33,21712.0,-4651.0,919683000.0,6.4,21.0,51.0,72.0
32,TRENJ,"TRENJ - TR Doğal Enerji Kaynakları 
	Hisse Senedi",2025/12,December,3652562000.0,6380900000.000002,57.24,7.85,23978.2,-17597.3,4282438000.0,5.5,3.0,71.0,74.0
33,GLRMK,"GLRMK - Gülermak Ağır Sanayi 
	Hisse Senedi",2026/3,March,6081082918.0,64645700000.00001,9.41,13.66,62326.3,2319.4,1138282360.0,42.8,34.0,41.0,75.0
34,CWENE,"CWENE - Cw Enerji 
	Hisse Senedi",2026/3,March,3375791159.0,50619400000.0,6.67,16.48,42549.3,8070.1,388920028.0,25.1,43.0,32.0,75.0
35,SARKY,"SARKY - Sarkuysan 
	Hisse Senedi",2026/3,March,2871776450.0,44762400000.0,6.42,16.84,34220.0,10542.4,658173288.0,8.9,48.0,29.0,77.0
36,GUBRF,"GUBRF - Gübre Fabrikaları 
	Hisse Senedi",2025/12,December,9569918057.0,202666200000.0,4.72,27.44,203072.0,-405.8,5457963393.0,24.1,57.0,20.0,77.0
37,KATMR,"KATMR - Katmerciler Araç Üstü Ekipman 
	Hisse Senedi",2026/3,March,939733337.0,8414299999.999999,11.17,9.28,6395.2,2019.1,176258308.0,10.2,26.0,61.0,87.0
38,GENKM,"GENKM - Gentaş Kimya 
	Hisse Senedi",2026/3,March,777859997.0,8009900000.0,9.71,10.99,8714.8,-704.9,116633901.0,16.3,31.0,56.0,87.0
39,GWIND,"GWIND - Galata Wind Enerji 
	Hisse Senedi",2026/3,March,1625002989.0,17166800000.0,9.47,11.21,15573.6,1593.2,68641895.0,8.7,33.0,55.0,88.0
40,AKSA,"AKSA - Aksa 
	Hisse Senedi",2026/3,March,5264140332.0,61864300000.0,8.51,12.64,42773.8,19090.5,118590000.0,7.0,39.0,49.0,88.0
41,BRYAT,"BRYAT - Borusan Yatırım 
	Hisse Senedi",2026/3,March,4562991548.0,51614100000.0,8.84,12.15,57150.0,-5535.9,,5.5,37.0,52.0,89.0
42,BERA,"BERA - Bera Holding 
	Hisse Senedi",2026/3,March,2414912967.0,10287300000.0,23.47,5.86,11696.4,-1409.1,570862677.0,6.8,6.0,84.0,90.0
43,ASTOR,"ASTOR - Astor Enerji 
	Hisse Senedi",2026/3,March,11788580357.0,325765300000.0,3.62,29.96,334330.0,-8564.7,2521778728.0,178.5,71.0,19.0,90.0
44,EFOR,"EFOR - Efor Yat. San. 
	Hisse Senedi",2026/3,March,1178741408.0,28056899999.999996,4.2,20.78,27094.3,962.6,86625708.0,28.2,64.0,26.0,90.0
45,MEYSU,"MEYSU - Meysu Gıda 
	Hisse Senedi",2026/3,March,864585315.0,17964300000.000004,4.81,15.9,17417.4,546.9,132366221.0,19.3,56.0,37.0,93.0
46,TUKAS,"TUKAS - Tukaş 
	Hisse Senedi",2026/3,March,1898196762.0,18054800000.0,10.51,8.45,11970.0,6084.8,291931682.0,9.0,28.0,67.0,95.0
47,KCAER,"KCAER - Kocaer Çelik Sanayi 
	Hisse Senedi",2026/3,March,1963602498.0,27490000000.0,7.14,11.52,24550.3,2939.7,456041671.0,5.6,42.0,53.0,95.0
48,EUPWR,"EUPWR - Europower Enerji 
	Hisse Senedi",2025/12,December,2054402000.0,44661600000.0,4.6,15.53,42339.0,2322.6,1147110000.0,17.6,59.0,38.0,97.0
49,TRMET,"TRMET - TR Anadolu Metal 
	Hisse Senedi",2025/12,December,3632144000.0,29219200000.000004,12.43,7.69,47733.8,-18514.6,3988351000.0,17.8,23.0,74.0,97.0
50,MIATK,"MIATK - Mia Teknoloji 
	Hisse Senedi",2026/3,March,624105916.0,25842500000.0,2.42,30.99,24670.4,1172.1,342236644.0,25.0,84.0,16.0,100.0
51,SMRTG,"SMRTG - Smart Güneş Enerjisi 
	Hisse Senedi",2026/3,March,1442734972.0,33747500000.0,4.28,14.29,23211.3,10536.2,204340477.0,6.5,63.0,40.0,103.0
52,ONCSM,"ONCSM - Oncosem 
	Hisse Senedi",2026/3,March,182641482.0,8638599999.999998,2.11,33.18,8538.3,100.3,42074224.0,5.1,88.0,15.0,103.0
53,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/3,March,10268075696.0,154582900000.0,6.64,9.69,101663.4,52919.5,1778792921.0,13.3,44.0,60.0,104.0
54,ASELS,"ASELS - Aselsan 
	Hisse Senedi",2026/3,March,52937460614.0,1916764100000.0,2.76,17.35,1894680.0,22084.1,8383053000.0,249.5,79.0,28.0,107.0
55,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/3,March,921518428.0,44270900000.0,2.08,26.91,41944.0,2326.9,267034811.0,13.6,89.0,22.0,111.0
56,HEDEF,"HEDEF - Hedef Holding 
	Hisse Senedi",2026/3,March,2707061528.0,282679399999.99994,0.96,41.29,282671.1,8.3,117470805.0,12.7,103.0,9.0,112.0
57,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/3,March,99606103396.0,952336000000.0,10.46,6.03,421935.0,530401.0,14407000000.0,339.5,29.0,83.0,112.0
58,EMKEL,"EMKEL - Emek Elektrik 
	Hisse Senedi",2026/3,March,159282307.0,3904400000.0,4.08,13.44,3513.0,391.4,82121457.0,9.1,68.0,44.0,112.0
59,CIMSA,"CIMSA - Çimsa 
	Hisse Senedi",2026/3,March,4923263508.0,75856400000.0,6.49,8.72,52480.3,23376.1,706366000.0,10.8,47.0,66.0,113.0
60,ATATR,"ATATR - Ata Turizm 
	Hisse Senedi",2026/3,March,564639314.0,10498600000.0,5.38,9.03,13303.2,-2804.6,42526464.0,42.4,51.0,63.0,114.0
61,ENKAI,"ENKAI - Enka İnşaat 
	Hisse Senedi",2026/3,March,32859951146.0,438377800000.0,7.5,7.62,622200.0,-183822.2,1631482000.0,24.6,41.0,75.0,116.0
62,EUREN,"EUREN - Europen Endüstri 
	Hisse Senedi",2026/3,March,959900334.0,11853900000.0,8.1,7.49,10668.0,1185.9,161304108.0,13.4,40.0,76.0,116.0
63,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/3,March,6413895515.0,73507400000.0,8.73,6.84,78930.0,-5422.6,1250790206.0,7.8,38.0,80.0,118.0
64,CGCAM,"CGCAM - Çağdaş Cam 
	Hisse Senedi",2026/3,March,448798211.0,6774900000.0,6.62,7.83,7274.4,-499.5,212360771.0,5.1,46.0,72.0,118.0
65,GIPTA,"GIPTA - Gıpta 
	Hisse Senedi",2026/3,March,400836543.0,8781200000.0,4.56,10.4,10771.2,-1990.0,237146237.0,6.9,60.0,58.0,118.0
66,SDTTR,"SDTTR - SDT Uzay 
	Hisse Senedi",2026/3,March,407938560.0,15794100000.0,2.58,15.26,15370.0,424.1,93309771.0,14.2,81.0,39.0,120.0
67,MEGMT,"MEGMT - Mega Metal 
	Hisse Senedi",2026/3,March,968410938.0,29740400000.0,3.26,12.65,23399.5,6340.9,215930876.0,18.7,75.0,48.0,123.0
68,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/3,March,3598650271.0,83281200000.0,4.32,8.03,75776.9,7504.3,226056000.0,27.2,62.0,70.0,132.0
69,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/3,March,21785093184.0,524917300000.00006,4.15,8.32,496800.0,28117.3,7644301000.0,82.5,65.0,69.0,134.0
70,IZENR,"IZENR - İzdemir Enerji 
	Hisse Senedi",2026/3,March,1363185362.0,27450600000.0,4.97,6.96,27125.6,325.0,180758499.0,14.9,55.0,79.0,134.0
71,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/3,March,1712586057.0,100406900000.0,1.71,13.46,97402.5,3004.4,509915483.0,11.4,94.0,43.0,137.0
72,TATEN,"TATEN - Tatlıpınar Enerji 
	Hisse Senedi",2026/3,March,1100595543.0,27259300000.0,4.04,7.71,20285.8,6973.5,177056641.0,15.3,69.0,73.0,142.0
73,TRALT,"TRALT - Türk Altın 
	Hisse Senedi",2025/12,December,3865184000.0,131032699999.99998,2.95,8.81,149620.8,-18588.1,3588776000.0,111.8,78.0,65.0,143.0
74,GEREL,"GEREL - Gersan Elektrik 
	Hisse Senedi",2026/3,March,420645394.0,17418200000.0,2.41,10.05,16105.8,1312.4,1723560.0,6.4,85.0,59.0,144.0
75,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/3,March,91699966798.0,3038263700000.0,3.02,8.42,201321.0,2836942.7,19367719000.0,81.0,77.0,68.0,145.0
76,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/3,March,572593213.0,31329200000.0,1.83,11.25,31050.0,279.2,138863518.0,6.9,91.0,54.0,145.0
77,ISKPL,"ISKPL - Işıklar Plastik 
	Hisse Senedi",2026/3,March,472225662.0,34654600000.0,1.36,12.6,32850.0,1804.6,97351408.0,20.2,98.0,50.0,148.0
78,KRDMA,"KRDMA - Kardemir (A) 
	Hisse Senedi",2026/3,March,585507145.0,10260500000.0,5.71,2.48,9492.0,768.5,27016758.0,8.4,50.0,99.0,149.0
79,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/3,March,1901044392.0,35889000000.0,5.3,2.48,33393.7,2495.3,87718924.0,49.5,52.0,98.0,150.0
80,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/3,March,12064223939.0,258734700000.0,4.66,3.73,89200.0,169534.7,4848841000.0,76.8,58.0,92.0,150.0
81,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/3,March,507966619.0,23887500000.0,2.13,8.94,20702.8,3184.7,103184125.0,5.5,87.0,64.0,151.0
82,QUAGR,"QUAGR - QUA Granite 
	Hisse Senedi",2026/3,March,558842395.0,13597599999.999998,4.11,5.37,9662.4,3935.2,360706148.0,13.8,66.0,86.0,152.0
83,DMRGD,"DMRGD - DMR Unlu Mamüller 
	Hisse Senedi",2026/3,March,217869186.0,13402800000.000002,1.63,10.5,13386.1,16.7,26272604.0,8.4,95.0,57.0,152.0
84,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/3,March,119517337186.0,3565028200000.0,3.35,6.71,518591.2,3046437.0,26167000000.0,116.7,73.0,81.0,154.0
85,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/3,March,6795639031.0,203465900000.0,3.34,6.48,155250.0,48215.9,964187000.0,23.8,74.0,82.0,156.0
86,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/3,March,8504027917.0,245530200000.0,3.46,5.54,75749.1,169781.1,5889608000.0,6.5,72.0,85.0,157.0
87,GRTHO,"GRTHO - GrainTurk Tarım 
	Hisse Senedi",2026/3,March,792384234.0,29383100000.0,2.7,7.39,30312.5,-929.4,380339527.0,5.5,80.0,78.0,158.0
88,ODAS,"ODAS - Odaş Elektrik Üretim 
	Hisse Senedi",2026/3,March,481771443.0,9379600000.0,5.14,1.19,10920.0,-1540.4,353062124.0,13.4,53.0,108.0,161.0
89,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/3,March,2357330417.0,57775500000.0,4.08,3.23,58851.7,-1076.2,815342000.0,6.6,67.0,96.0,163.0
90,DOFRB,"DOFRB - Dof Robotik 
	Hisse Senedi",2026/3,March,233080988.0,24405900000.0,0.96,9.17,24102.5,303.4,28304263.0,36.7,104.0,62.0,166.0
91,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/3,March,11480877007.0,309651300000.0,3.71,2.61,278180.0,31471.3,3212593000.0,131.8,70.0,97.0,167.0
92,KONTR,"KONTR - Kontrolmatik Teknoloji 
	Hisse Senedi",2026/3,March,773799359.0,25268500000.0,3.06,4.25,12220.0,13048.5,225643016.0,32.2,76.0,91.0,167.0
93,SEGMN,"SEGMN - Seğmen Gıda 
	Hisse Senedi",2026/3,March,304175264.0,11895400000.0,2.56,5.23,12082.5,-187.1,125505238.0,6.3,82.0,87.0,169.0
94,OBAMS,"OBAMS - Oba Makarnacılık 
	Hisse Senedi",2025/12,December,542337211.0,21309100000.0,2.55,4.91,25025.8,-3716.7,2796370301.0,11.9,83.0,88.0,171.0
95,BMSTL,"BMSTL - BMS Birleşik Metal 
	Hisse Senedi",2026/3,March,122585301.0,12684300000.0,0.97,7.43,12157.5,526.8,54524201.0,7.0,102.0,77.0,179.0
96,KBORU,"KBORU - Kuzey Boru 
	Hisse Senedi",2026/3,March,329717379.0,18862000000.0,1.75,4.43,15480.0,3382.0,203430732.0,7.5,93.0,90.0,183.0
97,KRDMB,"KRDMB - Kardemir (B) 
	Hisse Senedi",2026/3,March,291093148.0,12155900000.0,2.39,2.48,11773.8,382.1,13431763.0,14.6,86.0,100.0,186.0
98,HOROZ,"HOROZ - Horoz Lojistik 
	Hisse Senedi",2026/3,March,192371235.0,10783800000.0,1.78,3.26,7763.9,3019.9,81674524.0,6.8,92.0,95.0,187.0
99,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/3,March,835414959.0,77172500000.0,1.08,3.57,44730.0,32442.5,838437000.0,8.6,100.0,93.0,193.0
100,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/3,March,5109028367.0,273758000000.0,1.87,1.35,150158.8,123599.2,450804000.0,72.9,90.0,105.0,195.0
101,ALTNY,"ALTNY - Altınay Savunma 
	Hisse Senedi",2026/3,March,133261307.0,19166300000.0,0.7,4.84,17260.0,1906.3,43768971.0,15.6,106.0,89.0,195.0
102,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/3,March,455610596.0,63684900000.0,0.72,3.36,60900.0,2784.9,72609387.0,27.5,105.0,94.0,199.0
103,ARFYE,"ARFYE - Arf Bio Enerji 
	Hisse Senedi",2026/3,March,49690272.0,5022800000.0,0.99,2.08,5485.1,-462.3,71528823.0,6.8,101.0,102.0,203.0
104,ESEN,"ESEN - Esenboğa Elektrik 
	Hisse Senedi",2026/3,March,222808420.0,15192000000.0,1.47,0.95,7371.0,7821.0,148516320.0,9.2,96.0,110.0,206.0
105,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/3,March,713964525.0,59462900000.0,1.2,0.97,59617.6,-154.7,258579000.0,14.4,99.0,109.0,208.0
106,MARTI,"MARTI - Martı Otel İşletmeleri 
	Hisse Senedi",2025/9,September,121644687.0,8531200000.000001,1.43,0.56,3285.0,5246.2,360104559.0,6.1,97.0,114.0,211.0
107,TMPOL,"TMPOL - TE-MAPOL Polimer Plastik 
	Hisse Senedi",2026/3,March,23800246.0,5541099999.999999,0.43,1.88,4954.2,586.9,8197757.0,5.0,110.0,103.0,213.0
108,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2025/12,December,142663065.0,63971600000.0,0.22,2.33,62681.0,1290.6,443379738.0,10.4,112.0,101.0,213.0
109,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2025/12,December,701424000.0,163058600000.0,0.43,1.24,171600.0,-8541.4,1157649000.0,24.6,109.0,107.0,216.0
110,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/3,March,86679033.0,75397599999.99998,0.11,1.85,74323.2,1074.4,124215077.0,51.2,114.0,104.0,218.0
111,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/3,March,288701212.0,208705800000.0,0.14,1.24,200895.0,7810.8,245556579.0,10.6,113.0,106.0,219.0
112,BESTE,"BESTE - Best Brands Grup 
	Hisse Senedi",2026/3,March,31050627.0,5273500000.0,0.59,0.6,5567.1,-293.6,58547245.0,14.5,108.0,112.0,220.0
113,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/3,March,1689109974.0,269849900000.00003,0.63,0.59,131885.0,137964.9,1310274000.0,237.1,107.0,113.0,220.0
114,GZNMI,"GZNMI - Gezinomi Seyahat 
	Hisse Senedi",2026/3,March,14344129.0,5609400000.0,0.26,0.77,4371.3,1238.1,106101873.0,7.6,111.0,111.0,222.0
