Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
15,AEFES,"AEFES - Anadolu Efes 
	Hisse Senedi",2026/6,June,30.214.835.000,False,179.694.773.654,0.1681453187849075,0.1561600800321292,114.039,65.655,22.981.548.000,18.6,9.0,27.0,36.0,76.1,33.9
16,TRENJ,"TRENJ - TR Doğal Enerji Kaynakları 
	Hisse Senedi",2026/6,June,7.207.747.000,False,7.514.276.086,0.9592071036399322,0.1211997691675427,28.498,-20.984,55.684.000,4.1,1.0,36.0,37.0,0.8,-35.3
17,MPARK,"MPARK - MLP Sağlık Hizmetleri 
	Hisse Senedi",2026/6,June,9.913.209.000,False,94.812.510.254,0.1045559174991021,0.2113348066695031,81.562,13.250,5.498.412.000,6.5,23.0,17.0,40.0,55.5,28.2
18,TRMET,"TRMET - TR Anadolu Metal 
	Hisse Senedi",2026/6,June,7.184.466.000,False,33.090.804.000,0.2171136730313352,0.1201019784213612,54.836,-21.745,,16.1,4.0,37.0,41.0,,-36.4
19,TCELL,"TCELL - Turkcell 
	Hisse Senedi",2026/6,June,50.457.954.000,False,320.380.700.000,0.1574937379186698,0.1404952797533016,223.520,96.861,36.241.898.000,59.3,12.0,30.0,42.0,71.8,27.0
20,TUPRS,"TUPRS - Tüpraş 
	Hisse Senedi",2026/6,June,82.511.223.000,False,629.402.963.411,0.1310944304310817,0.1576487097907291,760.121,-130.718,24.317.996.000,180.3,17.0,26.0,43.0,29.5,-25.0
21,ULKER,"ULKER - Ülker Bisküvi 
	Hisse Senedi",2026/6,June,12.416.232.000,False,77.127.414.847,0.1609833808726858,0.1235408883297503,35.026,42.102,15.752.359.000,13.1,10.0,35.0,45.0,126.9,41.9
22,DOHOL,"DOHOL - Doğan Holding 
	Hisse Senedi",2026/6,June,11.026.854.000,False,13.576.334.940,0.812211399365346,0.1060213623903336,56.946,-43.370,9.726.593.000,4.9,2.0,43.0,45.0,88.2,-41.7
23,GUBRF,"GUBRF - Gübre Fabrikaları 
	Hisse Senedi",2026/3,March,11.372.906.180,False,163.800.800.000,0.0694313225576431,0.2756768656269178,168.336,-4.535,2.271.621.446,29.7,34.0,12.0,46.0,20.0,-11.0
24,OYAKC,"OYAKC - Oyak Çimento 
	Hisse Senedi",2026/6,June,10.102.534.000,False,98.342.555.771,0.1027279992963984,0.1460152384039612,109.096,-10.753,1.682.447.000,8.8,24.0,29.0,53.0,16.7,-15.5
25,PAHOL,"PAHOL - Pasifik Holding 
	Hisse Senedi",2026/6,June,4.903.813.174,False,26.599.400.000,0.1843580371737708,0.0958271785425423,26.600,-1,294.996.172,7.4,6.0,47.0,53.0,6.0,-0.0
26,SARKY,"SARKY - Sarkuysan 
	Hisse Senedi",2026/6,June,3.124.201.461,False,35.115.000.000,0.0889705670226399,0.1753892745824126,26.340,8.775,2.036.532.342,3.6,30.0,24.0,54.0,65.2,49.3
27,GESAN,"GESAN - Girişim Elektrik 
	Hisse Senedi",2026/6,June,3.527.866.000,False,32.930.400.000,0.1071309792775065,0.1255162532288397,28.290,4.640,565.125.000,25.2,22.0,34.0,56.0,16.0,16.5
28,EUPWR,"EUPWR - Europower Enerji 
	Hisse Senedi",2026/6,June,3.233.811.000,False,49.438.000.000,0.065411444637728,0.1914395699947289,46.497,2.941,207.564.000,51.7,39.0,21.0,60.0,6.4,17.4
29,GENIL,"GENIL - Gen İlaç 
	Hisse Senedi",2026/6,June,2.718.310.756,False,57.475.100.000,0.0472954506560232,0.2199524000242985,52.380,5.095,1.323.469.361,9.8,51.0,15.0,66.0,48.7,41.2
30,GLRMK,"GLRMK - Gülermak Ağır Sanayi 
	Hisse Senedi",2026/6,June,5.418.533.643,False,53.684.060.000,0.1009337528309147,0.109466610434349,54.068,-384,1.645.441.270,14.6,26.0,42.0,68.0,30.4,-0.8
31,GLYHO,"GLYHO - Global Yatırım Holding 
	Hisse Senedi",2026/6,June,6.850.712.606,False,100.522.000.000,0.0681513758779172,0.1378048929509385,33.052,67.470,4.108.323.303,1.4,37.0,31.0,68.0,60.0,135.7
32,BRYAT,"BRYAT - Borusan Yatırım 
	Hisse Senedi",2026/6,June,4.163.923.318,False,47.322.425.000,0.0879904890334762,0.119864435249908,48.066,-743,,2.2,31.0,38.0,69.0,,-2.1
33,ASTOR,"ASTOR - Astor Enerji 
	Hisse Senedi",2026/6,June,11.095.868.713,False,290.714.600.000,0.0381675661043511,0.250691893898908,300.148,-9.434,1.474.499.832,214.0,56.0,13.0,69.0,13.3,-21.3
34,HEDEF,"HEDEF - Hedef Holding 
	Hisse Senedi",2026/6,June,2.881.775.838,False,135.498.400.000,0.0212679694963187,0.3662172590973192,134.520,978,67.097.377,12.3,68.0,3.0,71.0,2.3,12.4
35,ARMGD,"ARMGD - Armada Gıda 
	Hisse Senedi",2026/6,June,2.134.727.930,False,55.541.264.001,0.0384349900633552,0.1949223304141951,50.104,5.438,1.186.724.645,5.1,55.0,18.0,73.0,55.6,49.7
36,DOAS,"DOAS - Doğuş Otomotiv 
	Hisse Senedi",2026/6,June,7.663.350.000,False,68.901.300.000,0.1112221394951909,0.0840936725391831,36.674,32.227,9.457.316.000,4.6,21.0,53.0,74.0,123.4,35.4
37,CWENE,"CWENE - Cw Enerji 
	Hisse Senedi",2026/6,June,2.885.181.811,False,45.548.915.302,0.0633424921735729,0.1268072742801708,36.123,9.426,2.546.088.301,59.5,41.0,33.0,74.0,88.2,41.4
38,AHGAZ,"AHGAZ - Ahlatçı Doğalgaz 
	Hisse Senedi",2026/6,June,12.379.245.880,False,164.392.200.000,0.0753031219242762,0.1049528879483869,99.736,64.656,1.291.438.011,4.0,33.0,44.0,77.0,10.4,54.8
39,AKSA,"AKSA - Aksa 
	Hisse Senedi",2026/6,June,4.624.381.000,False,67.967.850.000,0.068037770798988,0.1109018575921631,44.872,23.096,5.882.204.000,6.0,38.0,41.0,79.0,127.2,55.4
40,SELEC,"SELEC - Selçuk Ecza Deposu 
	Hisse Senedi",2026/6,June,7.267.176.484,False,225.071.300.000,0.0322883303379862,0.1924877952282388,232.875,-7.804,798.396.927,25.3,61.0,20.0,81.0,11.0,-20.7
41,FROTO,"FROTO - Ford Otosan 
	Hisse Senedi",2026/6,June,27.524.063.000,False,402.535.480.000,0.0683767378716529,0.1028858575941055,290.553,111.982,38.099.705.000,37.3,35.0,46.0,81.0,138.4,41.9
42,TRALT,"TRALT - Türk Altın 
	Hisse Senedi",2026/6,June,7.386.617.000,False,148.250.500.000,0.0498252417361155,0.1313715621221226,169.732,-21.482,,130.5,49.0,32.0,81.0,,-38.2
43,EFOR,"EFOR - Efor Yat. San. 
	Hisse Senedi",2026/6,June,1.179.094.616,False,44.354.600.000,0.0265833671366667,0.1942477740863722,41.491,2.864,1.136.873.813,32.6,64.0,19.0,83.0,96.4,47.2
44,RYSAS,"RYSAS - Reysaş Taşımacılık 
	Hisse Senedi",2026/6,June,4.127.927.783,False,60.417.300.000,0.0683236057056505,0.0877658867577896,56.200,4.217,2.880.848.828,5.8,36.0,50.0,86.0,69.8,9.0
45,AGHOL,"AGHOL - Anadolu Grubu Holding 
	Hisse Senedi",2026/6,June,18.591.195.000,False,183.094.336.515,0.1015388862041798,0.0587915450201582,85.627,97.468,42.198.142.000,3.3,25.0,63.0,88.0,227.0,30.8
46,ASELS,"ASELS - Aselsan 
	Hisse Senedi",2026/6,June,48.613.117.000,False,1.812.224.400.000,0.0268251089655342,0.1486466792520939,1.778.400,33.824,9.659.813.000,275.6,63.0,28.0,91.0,19.9,10.3
47,ENKAI,"ENKAI - Enka İnşaat 
	Hisse Senedi",2026/6,June,27.709.033.000,False,365.563.200.000,0.0757982012412628,0.0605785682532935,537.900,-172.337,2.422.422.000,25.2,32.0,61.0,93.0,8.7,-37.7
48,TABGD,"TABGD - Tab Gıda 
	Hisse Senedi",2026/6,June,3.357.226.000,False,64.845.330.400,0.0517728258810753,0.10293662688742,63.024,1.822,1.869.269.000,5.1,48.0,45.0,93.0,55.7,5.6
49,CIMSA,"CIMSA - Çimsa 
	Hisse Senedi",2026/6,June,4.366.096.000,False,69.694.354.858,0.062646336405197,0.0844197447679471,43.440,26.254,1.939.705.000,7.8,42.0,51.0,93.0,44.4,50.8
50,KCAER,"KCAER - Kocaer Çelik Sanayi 
	Hisse Senedi",2026/6,June,1.681.241.869,False,30.084.950.000,0.05588315317127,0.0957689269379185,27.672,2.413,1.609.948.074,5.3,46.0,48.0,94.0,95.8,13.7
51,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/6,June,9.558.170.230,False,158.075.594.174,0.0604658187743691,0.0831511801632379,98.598,59.478,2.992.461.836,18.2,43.0,54.0,97.0,31.3,51.7
52,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,55.447.800.000,0.0111607325268089,0.1654180602867963,52.416,3.032,1.216.545.328,13.5,72.0,25.0,97.0,196.6,81.0
53,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,36.092.091.555,0.0950908915526762,0.0287096591723832,35.875,217,2.977.696.401,52.6,28.0,70.0,98.0,86.8,0.2
54,NUHCM,"NUHCM - Nuh Çimento 
	Hisse Senedi",2026/6,June,1.776.217.582,False,27.681.837.600,0.0641654505624294,0.0697544869005849,32.446,-4.764,358.223.798,0.3,40.0,59.0,99.0,20.2,-18.7
55,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,110.668.297.691,0.0409069001191384,0.0921514911184109,103.281,7.388,1.130.799.000,29.7,52.0,49.0,101.0,25.0,15.0
56,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,46.309.227.389,0.0234099004481707,0.1177860432566358,47.519,-1.210,12.130.652,1.5,67.0,39.0,106.0,1.1,-13.1
57,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.832.384.881.640,0.0396228470494901,0.076923232791941,570.070,3.262.315,89.148.000.000,105.9,53.0,55.0,108.0,58.7,165.3
58,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,92.439.600.000,0.0581394227149403,0.0535161864211642,97.380,-4.940,661.013.660,12.2,44.0,64.0,108.0,12.3,-4.9
59,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,536.987.100.000,0.0387770376606812,0.074221201795418,504.600,32.387,8.853.042.000,85.3,54.0,56.0,110.0,42.5,11.5
60,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,34.437.600.000,0.0153015145945129,0.1120057544289746,34.477,-39,308.788.603,11.0,70.0,40.0,110.0,58.6,-0.8
61,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.041.283.000.000,0.0581033206150489,0.0338634893129241,420.900,620.383,38.145.000.000,333.1,45.0,68.0,113.0,63.0,34.7
62,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.315.540.081.026,0.0297601647359575,0.0844012202851666,202.686,3.112.854,20.553.199.000,64.3,62.0,52.0,114.0,20.8,266.3
63,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,205.009.200.000,0.0359460990043373,0.0730850138303329,145.875,59.134,3.331.377.000,23.6,58.0,58.0,116.0,45.2,58.6
64,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,170.255.300.000,0.0479564982705384,0.0440065254618923,172.985,-2.730,2.779.520.000,2.0,50.0,67.0,117.0,34.0,-1.5
65,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,40.194.294.949,0.0538390585720517,0.0282102179634631,28.847,11.348,2.234.036.000,5.5,47.0,71.0,118.0,103.2,14.8
66,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,257.848.579.475,0.0368610640374752,0.0593858582829186,64.194,193.654,37.304.743.000,3.4,57.0,62.0,119.0,392.5,121.0
67,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,48.212.043.528,0.0248517157190134,0.0459117391731685,47.766,446,1.082.387.000,2.6,65.0,66.0,131.0,90.3,1.7
68,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,67.327.998.700,0.0343986015435893,0.0270138126035687,71.270,-3.942,1.020.767.000,6.8,60.0,72.0,132.0,44.1,-4.6
69,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,318.952.300.000,0.0359015031401247,0.0261125502572378,279.440,39.512,14.182.278.000,123.4,59.0,73.0,132.0,123.9,9.0
70,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,74.142.300.000,0.0056128378402072,0.0741074420790651,70.856,3.287,495.242.980,16.1,76.0,57.0,133.0,119.0,58.5
71,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,94.826.750.000,0.0086115369028254,0.0669231020552063,91.159,3.668,606.437.861,16.6,75.0,60.0,135.0,74.3,30.1
72,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,61.854.500.000,0.0095955801437243,0.0473764234879659,58.136,3.718,2.232.438.924,12.8,73.0,65.0,138.0,376.1,29.7
73,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,262.843.600.000,0.0247490564541042,0.0197079296872927,77.750,185.094,15.105.858.549,37.8,66.0,75.0,141.0,232.2,56.1
74,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,96.087.550.000,0.016948085365898,0.0250639785563773,102.944,-6.856,726.222.000,6.8,69.0,74.0,143.0,44.6,-10.6
75,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,87.901.400.000,0.0018651515561754,0.031128704143839,86.285,1.617,318.450.606,37.8,78.0,69.0,147.0,194.2,30.7
76,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,281.060.429.964,0.0141535469810304,0.0130983071911711,144.905,136.155,29.594.655.000,148.0,71.0,77.0,148.0,744.0,44.8
77,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,32.565.200.000,0.0088492905617039,0.0089479778090144,33.180,-615,17.838,3.0,74.0,79.0,153.0,0.0,-1.9
78,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,88.369.144.000,0.0013134688393043,0.0114520929130293,93.006,-4.637,1.917.747.825,43.1,79.0,78.0,157.0,1652.2,-45.8
79,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,52.243.066.000,0.0053308509879569,0.003643140841588,50.778,1.465,838.782.000,7.0,77.0,81.0,158.0,301.2,1.9
80,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,326.535.800.000,0.0003544588587223,0.0178853287667519,325.356,1.180,417.239.874,40.8,82.0,76.0,158.0,360.5,18.2
81,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,110.176.900.000,0.001114710324941,0.0050795544829494,102.955,7.222,1.587.877.194,14.4,80.0,80.0,160.0,1292.9,29.9
82,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,283.675.068.054,0.0009508414040423,0.0006908344458726,140.356,143.319,27.773.232.000,49.0,81.0,82.0,163.0,10296.7,36.7
83,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,102.618.800.000,-0.000553939619251,-0.0071623411119307,112.425,-9.806,13.464.765,12.3,83.0,83.0,166.0,-23.7,-123.6
84,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,31.459.000.000,-0.0051380095680091,-0.0209757229547582,35.700,-4.241,491.219.621,1.6,88.0,85.0,173.0,-303.9,-55.0
85,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,117.697.400.000,-0.0006056179150941,-0.0705079559153038,118.346,-648,33.601.425,23.1,84.0,90.0,174.0,-47.1,-64.1
86,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,62.871.600.000,-0.0178149593775249,-0.0100446626548221,47.955,14.917,5.281.687.000,11.1,91.0,84.0,175.0,-471.6,13.4
87,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,115.169.000.000,-0.0036113320858911,-0.0529163673756306,115.170,-1,668.321.090,0.0,87.0,89.0,176.0,-160.7,-0.0
88,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,37.120.100.000,-0.0143179716918866,-0.0338262800949879,34.144,2.976,950.760.322,4.2,90.0,87.0,177.0,-178.9,18.9
89,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,119.534.101.737,-0.0013912270271248,-0.079847508270433,119.537,-3,144.196.463,20.5,85.0,92.0,177.0,-86.7,-0.1
90,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.037.622.607,-0.0247760137121303,-0.0355202890803022,25.304,13.734,1.659.125.148,3.0,92.0,88.0,180.0,-171.5,50.4
91,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,28.870.900.000,-0.0051868410406326,-0.0728160069433013,28.420,451,737.908.971,13.9,89.0,91.0,180.0,-492.8,21.9
92,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,64.493.770.960,-0.0628672695307999,-0.0260082904493772,33.234,31.260,12.906.335.960,9.3,97.0,86.0,183.0,-318.3,20.1
93,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,39.033.900.000,-0.0026371633631279,-0.1189009253545539,39.702,-668,2.783.809,14.0,86.0,98.0,184.0,-2.7,-77.2
94,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,86.167.200.000,-0.0398947163189705,-0.0885269243462201,79.957,6.210,3.923.085.000,23.3,96.0,93.0,189.0,-114.1,16.0
95,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,52.769.274.531,-0.0294601868949206,-0.1043518634342951,43.804,8.965,4.274.619.629,1.2,93.0,96.0,189.0,-275.0,60.2
96,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,82.500.900.000,-0.0319644755390547,-0.1079186069400093,39.600,42.901,11.221.191.000,6.6,95.0,97.0,192.0,-425.5,175.6
97,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,110.581.644.000,-0.0867599056494403,-0.0886360131139185,61.485,49.097,11.443.347.000,35.2,99.0,94.0,193.0,-119.3,45.4
98,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,57.789.800.000,-0.0317190357294885,-2.1709415749517795,57.929,-139,394.374.066,15.6,94.0,101.0,195.0,-21.5,-16.5
99,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,104.038.331.587,-0.1019824889360852,-0.1023836688961611,97.588,6.450,10.893.011.000,34.9,100.0,95.0,195.0,-102.7,6.2
100,HEKTS,"HEKTS - Hektaş 
	Hisse Senedi",2026/6,June,-2.232.770.856,False,33.135.300.000,-0.0673834507609709,-0.1299931299160494,25.290,7.845,3.521.719.881,31.1,98.0,99.0,197.0,-157.7,45.7
101,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,34.606.510.472,-0.2109406093083651,-0.1754125941206335,35.004,-398,8.613.465.602,6.3,101.0,100.0,201.0,-118.0,-1.0
